id,scene_id,type,speaker,description
976,123,description,,一也、仲村、ユリ、固唾を飲んで見守る……。
977,123,description,,浅瀬へ飛び込んでくるフジ。
978,123,description,,剛の足元に静かに横たわり、尾びれを向ける。
979,123,dialogue,剛,……
980,123,dialogue,一也,……
981,123,description,,しゃがみ込んで、愛しそうにフジを撫でる剛。
982,123,description,,一也が、あたたかな目でフジと剛を見ている。
983,124,description,,母親から送られてきた宅配便の箱を開けるミチル。
984,124,description,,中には洋服が入っている。
985,124,description,,その一つを手に取ったミチル、広げてみると白地に花柄のワンピース。
986,124,dialogue,ミチル,(じっと見つめて)……
987,125,description,,廊下をやってくる一也。
988,125,description,,須藤が部下に指導している。
989,125,dialogue,須藤,（一也に気づき）……
990,125,dialogue,一也,……(深く頭を下げる）
991,125,description,,須藤、同じように頭を下げると、一也を見つめ、頷く。
992,125,description,,一也の顔に笑みがこぼれる。
993,126,description,,隅にあるシートカバーを取る須藤。
994,126,description,,歴代の人工尾びれがある。
995,126,description,,須藤の顔に、新たな決意が広がる。
996,127,description,,母親が送ってきたワンピースを着たミチルが、柵越しにフジを見ている。
997,127,description,,柵の向こうで、フジもまたミチルを見ている。
998,127,description,,柵に沿って歩いていくミチル。
999,127,description,,ミチルを追うように泳いでいくフジ。
1000,127,description,,足を止め、じっとフジを見つめるミチル。
1001,127,dialogue,ミチル,……
1002,127,description,,ミチル、思いを断ち切るように踵を返し、去っていく。
1003,127,description,,ミチルの背中を見つめているフジ。
1004,128,description,,ソーキカレーを食べている福原の前に、仲村と七海が並んでいる。
1005,128,dialogue,仲村,"仲人はぜひ館長にお願いしたい、
と２人の意見が一致しまして"
1006,128,dialogue,七海,引き受けてはもらえませんでしょうか？
1007,128,description,,頭を下げる２人。
1008,128,dialogue,福原,……繁殖だ
1009,128,dialogue,二人,？
1010,128,dialogue,福原,"いや、フジに負けないように、
二人で励んで、繁殖だ"
1011,128,description,,照れる仲村。微笑む七海。
1012,128,description,,そこへ入ってくる一也。
1013,128,dialogue,福原,おう、お前知ってたか、これ？
1014,128,dialogue,一也,えっ？何ですか
1015,128,dialogue,仲村,館長（いいですから）
1016,128,dialogue,福原,"まったくなぁ……。あ、ミチル、
東京行ったぞ"
1017,128,dialogue,一也,え！……
1018,128,dialogue,福原,お母に会う気になったんだろ
1019,128,dialogue,一也,……なんで早く言ってくれないんですか
1020,128,dialogue,福原,"だってさっきだもん。
名護からバスに乗るって――"
1021,128,description,,最後まで聞かずに飛び出していく一也。
1022,128,description,,微笑んで見送る福原。
1023,128,description,,ふと見ると、まだ並んで立っている仲村と七海。
1024,128,dialogue,仲村,"あの、
ボクたちの馴れ初めをお話しましょうか――"
1025,128,dialogue,福原,いい……
1026,128,description,,黙々とカレーを食べる福原。
1027,128,description,,笑うしかない仲村と七海。
1028,129,description,,ロータリーの一番端で待つミチルの前に、那覇行きのバスが入ってくる。
1029,130,description,,ロードバイクを走らせる一也。
1030,131,description,,ミチルが、バッグを手にバスに乗り込んでいく。
1031,131,description,,一也のロードバイクが滑り込んでくる。
1032,131,description,,那覇行きのバスに向かっていく一也。
1033,131,description,,ミチルを見つけると、座席の横の窓を叩く。
1034,131,description,,バスの窓から、驚いたように一也を見るミチル。
1035,131,description,,「開けろ！」という一也の声に、窓を開けるミチル。
1036,131,description,,一也が息を整えながら、ミチルに向かって手を差し出す。
1037,131,dialogue,ミチル,（きょとんとして）
1038,131,dialogue,一也,……（握手！）
1039,131,dialogue,ミチル,……
1040,131,description,,一瞬ためらうが、一也の手を握るミチル。
1041,131,description,,微笑むミチルと一也。
1042,131,description,,ミチル、真っ直ぐに一也を見て、
1043,131,dialogue,ミチル,ありがと
1044,131,dialogue,一也,え？
1045,131,description,,バスがクラクションを鳴らし、動き出す。
1046,131,description,,離れていく２人の手。
1047,131,description,,動き出したバスの窓からミチルが顔を出し、一也に向かって叫ぶ。
1048,131,dialogue,ミチル,フジの代わりにアタシが言っただけだよ！
1049,131,dialogue,一也,(追って)いつでもフジに会いに来いよ！
1050,131,description,,だんだん小さくなる一也。
1051,131,description,,ミチルを乗せたバスが、遠くなっていく。
1052,131,description,,窓から顔を戻し、前を向くミチル。
1053,131,description,,その顔には、しっかりと母と向き合おうとする決意がある……。
1054,132,description,,須藤が持参したダンボール箱から、新しく製作されたブルーカウリング型人工尾びれを取り出し、一也に手渡す。
1055,132,dialogue,須藤,ブルーカウリング型です
1056,132,description,,×　　　　×　　　　×
1057,132,description,,ブルーカウリング型人工尾びれが、剛によって装着される。
1058,132,description,,見守っている一也、ユリ、仲村、須藤、飼育員たち。
1059,132,description,,大勢の客が周りで見ている。
1060,132,description,,剛が人工尾びれを装着し終えるが、フジは浅瀬から出ようとしない。
1061,132,description,,不安そうに見守る一同。
1062,132,description,,ようやく浅瀬からメインプールへ出るフジ。
1063,132,description,,そして、泳ぎ始める。
1064,132,description,,フジの動きを追って移動する一同。
1065,132,dialogue,剛,植村
1066,132,dialogue,一也,はい？
1067,132,description,,剛がターゲット棒を一也の前に差し出す。
1068,132,description,,え？と剛を見る一也。
1069,132,description,,目で肯く剛。
1070,132,description,,一也、剛からターゲットを受け取る。
1071,132,dialogue,剛,ハイジャンプ、いきます！
1072,132,description,,剛の合図でターゲット棒を高く掲げる一也。
1073,132,description,,フジの助走スペースに、他のイルカたちが入らないように、飼育員たちがプールサイドにつなぎとめる。
1074,132,description,,フジが底へ向かってグンッと沈み、勢いをつける。
1075,132,description,,底にこすりつけるようにして尾びれを蹴るフジ。
1076,132,description,,加速し、グングンスピードをあげる。
1077,132,description,,さらに助走していくフジ。
1078,132,description,,固唾を飲む、一也、須藤、仲村、剛、ユリ。
1079,132,description,,フジが垂直に上がってきて――ジャンプ！
1080,132,description,,水を蹴ってフジが跳び出す。
1081,132,description,,尾びれが水を離れた瞬間、一気に体を伸ばす。
1082,132,description,,そして、口先でターゲットにタッチ。
1083,132,dialogue,一也,（フジを見つめて）……！
1084,132,description,,人工尾びれから、水の粒がゆっくりと散る。
1085,132,description,,そして、着水。潜っていくフジ。
1086,132,description,,見守っていた客たちから、拍手と歓声が上がる。
1087,132,description,,須藤、仲村、剛、ユリ、飼育員たちも感嘆。
1088,132,description,,プールサイドに戻ってきたフジ、人工尾びれを振ってみせる。
1089,133,description,,軽快にロードバイクを走らせる一也。
1090,133,dialogue,一也の声,"美ら海の人とイルカに、
いろんなことを教わりました。"
1091,133,dialogue,一也の声,"オレはここが好きです。
この仕事が好きです。"
1092,133,dialogue,一也の声,"イルカのことをもっと知りたいと思っています。
だから、"
1093,133,dialogue,一也の声,東京へは戻りません――
1094,133,description,,ポストの前で止まると、『青山陽子様』と書かれた手紙を投函する。
1095,133,dialogue,一也の声,――夢を追い続けていきます
1096,133,description,,再び風を切って走っていく一也。
1097,134,description,,人工尾びれをつけて泳いでいるフジの色々な表情。
1098,134,description,,その映像をバックに、タイトルロールがあがっていく……。
1099,134,description,,〈ＥＮＤ〉
1100,134,description,,18
